auxk,dead,fixed_validation_nmse,l0,learning_rate,loss,mse,mse_per_dimension,reconstruction_mse,reconstruction_mse_per_dimension,step,threshold
0.0,0.0,0.9902080297470093,20.0,3e-07,4951.37353515625,4951.37353515625,0.9670651435852051,4951.37353515625,0.9670651435852051,1.0,-1.0
0.0,0.0,0.9790910482406616,20.0,1.53e-05,4743.05908203125,4743.05908203125,0.9263787269592285,4743.05908203125,0.9263787269592285,51.0,-1.0
0.0,0.0,0.8778364658355713,20.0,3.0299999999999998e-05,4110.2451171875,4110.2451171875,0.8027822494506835,4110.2451171875,0.8027822494506835,101.0,-1.0
0.0,0.0,0.6826452016830444,20.0,4.5299999999999997e-05,3436.408203125,3436.408203125,0.6711734771728516,3436.408203125,0.6711734771728516,151.0,-1.0
0.0,0.0,0.574704110622406,20.0,6.0299999999999995e-05,3008.03955078125,3008.03955078125,0.5875077247619629,3008.03955078125,0.5875077247619629,201.0,-1.0
0.0,0.0,0.5209928154945374,20.0,7.529999999999999e-05,2896.38037109375,2896.38037109375,0.565699291229248,2896.38037109375,0.565699291229248,251.0,-1.0
0.0,0.0,0.5003267526626587,20.0,9.029999999999999e-05,2629.08740234375,2629.08740234375,0.5134936332702636,2629.08740234375,0.5134936332702636,301.0,-1.0
0.0,0.0,0.4842701554298401,20.0,0.00010529999999999998,2560.8837890625,2560.8837890625,0.5001726150512695,2560.8837890625,0.5001726150512695,351.0,-1.0
0.0,0.0,0.473143070936203,20.0,0.0001203,2455.54443359375,2455.54443359375,0.4795985221862793,2455.54443359375,0.4795985221862793,401.0,-1.0
0.0,0.0,0.46765729784965515,20.0,0.00013529999999999998,2377.220703125,2377.220703125,0.46430091857910155,2377.220703125,0.46430091857910155,451.0,-1.0
0.0,0.0,0.46084922552108765,20.0,0.0001503,2329.36328125,2329.36328125,0.4549537658691406,2329.36328125,0.4549537658691406,501.0,-1.0
0.0,0.0,0.45587533712387085,20.0,0.0001653,2309.9638671875,2309.9638671875,0.45116481781005857,2309.9638671875,0.45116481781005857,551.0,-1.0
0.0,0.0,0.44977450370788574,20.0,0.00018029999999999996,2188.26220703125,2188.26220703125,0.427394962310791,2188.26220703125,0.427394962310791,601.0,-1.0
0.0,0.0,0.44589388370513916,20.0,0.00019529999999999998,2151.392333984375,2151.392333984375,0.42019381523132326,2151.392333984375,0.42019381523132326,651.0,-1.0
0.0,0.0,0.44178059697151184,20.0,0.00021029999999999996,2149.58837890625,2149.58837890625,0.41984148025512696,2149.58837890625,0.41984148025512696,701.0,-1.0
0.0,0.0,0.4369046688079834,20.0,0.00022529999999999997,2026.06494140625,2026.06494140625,0.3957158088684082,2026.06494140625,0.3957158088684082,751.0,-1.0
0.0,0.0,0.4326995313167572,20.0,0.00024029999999999999,2014.93798828125,2014.93798828125,0.39354257583618163,2014.93798828125,0.39354257583618163,801.0,-1.0
0.0,0.0,0.4297488331794739,20.0,0.00025529999999999997,1991.913818359375,1991.913818359375,0.38904566764831544,1991.913818359375,0.38904566764831544,851.0,-1.0
0.0,0.0,0.4259941577911377,20.0,0.00027029999999999996,1907.5145263671875,1907.5145263671875,0.3725614309310913,1907.5145263671875,0.3725614309310913,901.0,-1.0
0.0,0.0,0.42264655232429504,20.0,0.00028529999999999994,1893.72998046875,1893.72998046875,0.36986913681030276,1893.72998046875,0.36986913681030276,951.0,-1.0
0.0,0.0,0.42061248421669006,20.0,0.0003,1841.37841796875,1841.37841796875,0.3596442222595215,1841.37841796875,0.3596442222595215,1001.0,-1.0
0.0,0.0,0.4196133613586426,20.0,0.0003,1873.0362548828125,1873.0362548828125,0.3658273935317993,1873.0362548828125,0.3658273935317993,1051.0,5.705620288848877
0.0,0.0,0.415204256772995,20.0,0.0003,1800.415283203125,1800.415283203125,0.35164361000061034,1800.415283203125,0.35164361000061034,1101.0,5.698461055755615
0.0,0.0,0.410656601190567,20.0,0.0003,1777.3778076171875,1777.3778076171875,0.3471441030502319,1777.3778076171875,0.3471441030502319,1151.0,5.690124034881592
0.0,0.0,0.4086877703666687,20.0,0.0003,1746.1077880859375,1746.1077880859375,0.34103667736053467,1746.1077880859375,0.34103667736053467,1201.0,5.678770542144775
0.0,0.0,0.4077340066432953,20.0,0.0003,1733.2606201171875,1733.2606201171875,0.3385274648666382,1733.2606201171875,0.3385274648666382,1251.0,5.667418003082275
