auxk,dead,fixed_validation_nmse,l0,learning_rate,loss,mse,mse_per_dimension,reconstruction_mse,reconstruction_mse_per_dimension,step,temp,threshold
0.0,0.0,0.2543466091156006,20.0,0.0003,1267.2764892578125,1232.43701171875,0.24071035385131836,414.124267578125,0.08088364601135253,1751.0,348.39520263671875,3.289137125015259
0.0,0.0,0.25465986132621765,20.0,0.0003,1272.9415283203125,1239.761474609375,0.24214091300964355,429.82293701171875,0.08394979238510132,1801.0,331.8006591796875,3.264812707901001
0.0,0.0,0.2539672553539276,20.0,0.0003,1247.212890625,1207.134033203125,0.23576836585998534,406.50653076171875,0.0793958067893982,1851.0,400.78875732421875,3.239933967590332
0.0,0.0,0.25413843989372253,20.0,0.0003,1242.6422119140625,1205.135498046875,0.23537802696228027,412.018310546875,0.08047232627868653,1901.0,375.0672607421875,3.214293956756592
0.0,0.0,0.25367268919944763,20.0,0.0003,1244.82373046875,1209.24609375,0.23618087768554688,415.792236328125,0.08120942115783691,1951.0,355.776611328125,3.1878437995910645
0.9869312644004822,139.0,0.25335922837257385,20.0,0.0003,1251.583251953125,1212.809814453125,0.236876916885376,420.8349914550781,0.08219433426856995,2001.0,387.42529296875,3.160637855529785
1.003312587738037,24.0,0.25429919362068176,20.0,0.0003,1221.347900390625,1186.9874267578125,0.23183348178863525,411.9749755859375,0.08046386241912842,2051.0,343.29156494140625,3.1330273151397705
1.0023131370544434,24.0,0.25413477420806885,20.0,0.0003,1200.759521484375,1166.3929443359375,0.2278111219406128,382.196533203125,0.07464776039123536,2101.0,343.35235595703125,3.1041502952575684
1.0022211074829102,24.0,0.2529691159725189,20.0,0.0003,1210.5181884765625,1177.045166015625,0.22989163398742676,391.5997619628906,0.07648432850837708,2151.0,334.4169921875,3.0742180347442627
1.0024361610412598,25.0,0.25309234857559204,20.0,0.0003,1180.6329345703125,1144.0050048828125,0.22343847751617432,370.5743713378906,0.07237780690193177,2201.0,365.96588134765625,3.0434982776641846
1.002138614654541,26.0,0.2529381513595581,20.0,0.0003,1161.9481201171875,1127.729736328125,0.2202597141265869,369.14691162109375,0.07209900617599488,2251.0,341.8697204589844,3.0124692916870117
1.0017035007476807,27.0,0.252780556678772,20.0,0.0003,1155.01318359375,1118.6181640625,0.21848011016845703,364.4776611328125,0.07118704319000244,2301.0,363.6375427246094,2.981083631515503
1.0016695261001587,27.0,0.25360387563705444,20.0,0.0003,1168.7154541015625,1135.303466796875,0.22173895835876464,378.0487976074219,0.07383765578269959,2351.0,333.8078918457031,2.950388193130493
1.0012620687484741,27.0,0.2530588209629059,20.0,0.0003,1156.5867919921875,1121.77392578125,0.21909646987915038,356.853759765625,0.06969799995422363,2401.0,347.816162109375,2.9196743965148926
1.0016390085220337,27.0,0.25287139415740967,20.0,0.0003,1139.318359375,1101.5604248046875,0.21514852046966554,352.2740173339844,0.06880351901054382,2451.0,377.2674560546875,2.889192819595337
1.001312494277954,27.0,0.25237447023391724,20.0,0.0003,1151.3460693359375,1114.246826171875,0.21762633323669434,367.89373779296875,0.0718542456626892,2501.0,370.6798095703125,2.858851194381714
1.0011770725250244,27.0,0.2528051733970642,20.0,0.0003,1119.7716064453125,1083.722412109375,0.2116645336151123,340.06182861328125,0.0664183259010315,2551.0,360.1798095703125,2.8292016983032227
1.000850796699524,27.0,0.252779483795166,20.0,0.0003,1140.7608642578125,1103.6326904296875,0.21555325984954835,354.5191955566406,0.06924203038215637,2601.0,370.9687805175781,2.7992897033691406
1.0010416507720947,27.0,0.25253480672836304,20.0,0.0003,1142.57568359375,1106.0537109375,0.21602611541748046,353.8111267089844,0.06910373568534851,2651.0,364.9072265625,2.7708656787872314
1.0010619163513184,27.0,0.2530129849910736,20.0,0.0003,1133.9766845703125,1097.5703125,0.21436920166015624,341.4688720703125,0.06669313907623291,2701.0,363.75140380859375,2.7435007095336914
1.000748872756958,27.0,0.2529681324958801,20.0,0.0003,1127.276611328125,1090.755126953125,0.21303811073303222,357.994873046875,0.06992087364196778,2751.0,364.90277099609375,2.717013359069824
1.0010015964508057,27.0,0.25317761301994324,20.0,0.0003,1134.769775390625,1099.0911865234375,0.2146662473678589,355.0438232421875,0.06934449672698975,2801.0,356.4727783203125,2.6909143924713135
1.0009194612503052,26.0,0.2538685202598572,20.0,0.0003,1113.6707763671875,1073.413818359375,0.20965113639831542,355.09002685546875,0.06935352087020874,2851.0,402.2569580078125,2.6653106212615967
1.0011835098266602,26.0,0.2537635862827301,20.0,0.0003,1117.4190673828125,1083.294677734375,0.21158099174499512,339.4521484375,0.06629924774169922,2901.0,340.9312438964844,2.640683889389038
1.0009537935256958,26.0,0.2540789842605591,20.0,0.0003,1089.8031005859375,1051.8651123046875,0.20544240474700928,339.9644775390625,0.06639931201934815,2951.0,379.067138671875,2.617321491241455
1.000172734260559,26.0,0.2539725601673126,20.0,0.0003,1109.282958984375,1070.5023193359375,0.2090824842453003,322.5339050292969,0.06299490332603455,3001.0,387.4932861328125,2.5942556858062744
1.0006868839263916,26.0,0.25408637523651123,20.0,0.0003,1108.24169921875,1074.458740234375,0.20985522270202636,350.97119140625,0.0685490608215332,3051.0,337.5172119140625,2.5712502002716064
1.0003405809402466,26.0,0.2539229691028595,20.0,0.0003,1123.7906494140625,1088.7188720703125,0.2126404047012329,352.1692199707031,0.06878305077552796,3101.0,350.40533447265625,2.54997181892395
1.0006647109985352,25.0,0.2545998692512512,20.0,0.0003,1102.7445068359375,1062.4580078125,0.2075113296508789,346.71905517578125,0.06771856546401978,3151.0,402.55194091796875,2.529428482055664
1.0002202987670898,25.0,0.2542448937892914,20.0,0.0003,1116.293212890625,1079.5987548828125,0.21085913181304933,357.260498046875,0.06977744102478027,3201.0,366.63262939453125,2.5091161727905273
1.0005266666412354,26.0,0.2550671398639679,20.0,0.0003,1088.8333740234375,1053.791015625,0.2058185577392578,338.7927551269531,0.06617045998573304,3251.0,350.1116638183594,2.488786220550537
1.0014936923980713,30.0,0.25514498353004456,20.0,0.0003,1092.1534423828125,1053.43603515625,0.2057492256164551,338.3287353515625,0.06607983112335206,3301.0,386.8614501953125,2.469856023788452
1.001895546913147,32.0,0.25527387857437134,20.0,0.0003,1083.5272216796875,1047.881103515625,0.2046642780303955,329.974365234375,0.06444811820983887,3351.0,356.1489562988281,2.451439142227173
1.0035192966461182,37.0,0.2551373243331909,20.0,0.0003,1083.349609375,1045.126708984375,0.20412631034851075,325.7725830078125,0.06362745761871338,3401.0,381.91583251953125,2.43268084526062
1.0055359601974487,45.0,0.2551107406616211,20.0,0.0003,1074.85498046875,1034.78955078125,0.20210733413696289,322.73138427734375,0.0630334734916687,3451.0,400.34100341796875,2.4140124320983887
1.007206916809082,58.0,0.25575166940689087,20.0,0.0003,1091.9786376953125,1057.6622314453125,0.2065746545791626,332.757080078125,0.06499161720275878,3501.0,342.8491516113281,2.3967506885528564
1.0129680633544922,84.0,0.2560768127441406,20.0,0.0003,1080.2998046875,1044.465576171875,0.20399718284606932,323.431396484375,0.06317019462585449,3551.0,358.0262145996094,2.380032539367676
1.0194963216781616,125.0,0.2559943199157715,20.0,0.0003,1082.415283203125,1044.879150390625,0.20407795906066895,332.4736633300781,0.06493626236915588,3601.0,375.04315185546875,2.3635056018829346
1.023688793182373,163.0,0.2563900351524353,20.0,0.0003,1093.65234375,1058.0623779296875,0.20665280818939208,345.3540954589844,0.06745197176933289,3651.0,355.5792236328125,2.34753155708313
1.0330275297164917,229.0,0.2561758756637573,20.0,0.0003,1084.726806640625,1049.356201171875,0.20495238304138183,331.5225830078125,0.06475050449371338,3701.0,353.3840026855469,2.332528829574585
1.0408036708831787,310.0,0.2560592591762543,20.0,0.0003,1092.0128173828125,1057.141357421875,0.20647292137145995,337.62017822265625,0.06594144105911255,3751.0,348.39013671875,2.3186593055725098
1.0565863847732544,431.0,0.25634804368019104,20.0,0.0003,1101.344970703125,1069.296142578125,0.20884690284729004,327.48858642578125,0.0639626145362854,3801.0,320.15899658203125,2.3038887977600098
1.0702557563781738,574.0,0.2561098039150238,20.0,0.0003,1075.2218017578125,1040.888671875,0.20329856872558594,326.89166259765625,0.06384602785110474,3851.0,342.99639892578125,2.2902894020080566
1.076999306678772,751.0,0.2563205361366272,20.0,0.0003,1096.626220703125,1057.3565673828125,0.20651495456695557,345.62091064453125,0.06750408411026002,3901.0,392.36016845703125,2.2756834030151367
1.0978221893310547,1008.0,0.25729432702064514,20.0,0.0003,1086.267578125,1050.8583984375,0.2052457809448242,331.4723815917969,0.06474069952964782,3951.0,353.7481689453125,2.2628467082977295
1.1213676929473877,1248.0,0.25666797161102295,20.0,0.0003,1063.27099609375,1030.4847412109375,0.20126655101776122,320.7342834472656,0.06264341473579407,4001.0,327.5123291015625,2.2489326000213623
1.124127984046936,1444.0,0.2568410038948059,20.0,0.0003,1058.25634765625,1021.1178588867188,0.19943708181381226,325.77105712890625,0.06362715959548951,4051.0,371.03375244140625,2.2360100746154785
1.135109305381775,1651.0,0.2573879063129425,20.0,0.0003,1071.1787109375,1036.1248779296875,0.2023681402206421,319.293701171875,0.062362051010131835,4101.0,350.1829528808594,2.223341464996338
1.1385817527770996,1904.0,0.2566011846065521,20.0,0.0003,1086.0545654296875,1048.9344482421875,0.20487000942230224,330.2742919921875,0.06450669765472412,4151.0,370.84588623046875,2.209407091140747
1.1456505060195923,2121.0,0.25692814588546753,20.0,0.0003,1049.201904296875,1012.450927734375,0.19774432182312013,326.763427734375,0.06382098197937011,4201.0,367.1512451171875,2.1957247257232666
1.157617449760437,2354.0,0.2567269802093506,20.0,0.0003,1057.1177978515625,1018.2760009765625,0.19888203144073485,316.5543518066406,0.0618270218372345,4251.0,388.05615234375,2.183171033859253
1.1595970392227173,2576.0,0.2567061185836792,20.0,0.0003,1065.8236083984375,1028.4267578125,0.2008646011352539,314.95623779296875,0.06151489019393921,4301.0,373.6061096191406,2.1701390743255615
1.151928186416626,2791.0,0.25717443227767944,20.0,0.0003,1077.81689453125,1045.61083984375,0.20422086715698243,340.048828125,0.06641578674316406,4351.0,321.70068359375,2.1577694416046143
1.1491674184799194,2975.0,0.2570430338382721,20.0,0.0003,1072.725341796875,1036.8189697265625,0.20250370502471923,327.02056884765625,0.06387120485305786,4401.0,358.7048034667969,2.1467125415802
1.156549334526062,3145.0,0.2574266493320465,20.0,0.0003,1071.825439453125,1038.8890380859375,0.20290801525115967,318.1481018066406,0.062138301134109494,4451.0,329.0029602050781,2.134720802307129
1.149510145187378,3296.0,0.2575605511665344,20.0,0.0003,1062.7752685546875,1027.940673828125,0.20076966285705566,313.6903076171875,0.061267638206481935,4501.0,347.98675537109375,2.1239845752716064
1.1547274589538574,3476.0,0.2567571699619293,20.0,0.0003,1060.4271240234375,1026.289306640625,0.20044713020324706,324.11724853515625,0.0633041501045227,4551.0,341.01654052734375,2.1135051250457764
1.139936089515686,3617.0,0.25727155804634094,20.0,0.0003,1063.5860595703125,1026.812255859375,0.20054926872253417,325.63140869140625,0.06359988451004028,4601.0,367.38165283203125,2.104170799255371
1.1259039640426636,3732.0,0.25753968954086304,20.0,0.0003,1065.4237060546875,1033.411376953125,0.20183815956115722,328.2783203125,0.06411685943603515,4651.0,319.7720947265625,2.0940122604370117
1.1273491382598877,3810.0,0.2575787305831909,20.0,0.0003,1057.9222412109375,1022.42724609375,0.19969282150268555,320.56427001953125,0.0626102089881897,4701.0,354.5975341796875,2.0831902027130127
1.1096237897872925,3889.0,0.25781625509262085,20.0,0.0003,1052.231689453125,1018.3072509765625,0.19888813495635987,319.6754150390625,0.062436604499816896,4751.0,338.8973083496094,2.076848030090332
1.1105539798736572,3938.0,0.2572501003742218,20.0,0.0003,1061.248779296875,1027.2314453125,0.20063114166259766,314.79339599609375,0.06148308515548706,4801.0,339.8266906738281,2.0670485496520996
1.1022297143936157,4013.0,0.2574491500854492,20.0,0.0003,1048.212890625,1012.1051635742188,0.1976767897605896,329.26812744140625,0.06431018114089966,4851.0,360.7331237792969,2.0566532611846924
1.102787733078003,4068.0,0.25737103819847107,20.0,0.0003,1049.045654296875,1013.453369140625,0.19794011116027832,320.6426696777344,0.06262552142143249,4901.0,355.577392578125,2.0465614795684814
1.1036640405654907,4139.0,0.25763487815856934,20.0,0.0003,1058.0140380859375,1024.4896240234375,0.20009562969207764,323.0730285644531,0.06310020089149475,4951.0,334.89813232421875,2.038486957550049
1.0831630229949951,4213.0,0.2576739192008972,20.0,0.0003,1059.7225341796875,1020.5628051757812,0.1993286728858948,321.93267822265625,0.06287747621536255,5001.0,391.25823974609375,2.029723644256592
1.0853077173233032,4275.0,0.2578318417072296,20.0,0.0003,1046.5911865234375,1009.9642333984375,0.1972586393356323,310.0870361328125,0.06056387424468994,5051.0,365.93060302734375,2.02274751663208
1.0778236389160156,4330.0,0.2580408751964569,20.0,0.0003,1059.437255859375,1026.4932861328125,0.20048696994781495,320.8841857910156,0.06267269253730774,5101.0,329.10333251953125,2.019496202468872
1.065988302230835,4382.0,0.2578062117099762,20.0,0.0003,1045.8416748046875,1010.9192504882812,0.19744516611099244,321.21337890625,0.06273698806762695,5151.0,348.8912353515625,2.0121567249298096
1.0647506713867188,4426.0,0.257478266954422,20.0,0.0003,1065.61376953125,1029.131103515625,0.2010021686553955,328.93914794921875,0.06424592733383179,5201.0,364.49395751953125,2.0066397190093994
1.0599006414413452,4481.0,0.25792497396469116,20.0,0.0003,1045.032470703125,1013.3236083984375,0.1979147672653198,331.7074890136719,0.0647866189479828,5251.0,316.7567138671875,2.000962257385254
1.0595086812973022,4539.0,0.25755730271339417,20.0,0.0003,1065.92724609375,1032.6297607421875,0.2016855001449585,328.0462951660156,0.06407154202461243,5301.0,332.64398193359375,1.994282841682434
1.054886817932129,4596.0,0.25703951716423035,20.0,0.0003,1048.8656005859375,1015.6318969726562,0.19836560487747193,324.0098571777344,0.06328317523002625,5351.0,332.0077819824219,1.9840489625930786
1.0545713901519775,4643.0,0.2574746906757355,20.0,0.0003,1051.5970458984375,1013.8078002929688,0.19800933599472045,307.9486083984375,0.060146212577819824,5401.0,377.56298828125,1.9781510829925537
1.0585196018218994,4726.0,0.25700053572654724,20.0,0.0003,1057.424560546875,1022.9664916992188,0.19979814291000367,305.72540283203125,0.059711992740631104,5451.0,344.2494201660156,1.9742076396942139
1.0489720106124878,4800.0,0.25719186663627625,20.0,0.0003,1061.40234375,1025.86474609375,0.20036420822143555,316.25714111328125,0.061768972873687746,5501.0,355.04815673828125,1.9726941585540771
1.0440417528152466,4843.0,0.25731247663497925,20.0,0.0003,1056.0692138671875,1017.2432861328125,0.19868032932281493,319.5154113769531,0.062405353784561156,5551.0,387.932373046875,1.9690253734588623
1.045204997062683,4907.0,0.25768527388572693,20.0,0.0003,1043.66650390625,1007.7669677734375,0.1968294858932495,312.4923095703125,0.06103365421295166,5601.0,358.6693115234375,1.9629688262939453
1.0374051332473755,4961.0,0.25726982951164246,20.0,0.0003,1054.5177001953125,1016.0849609375,0.19845409393310548,318.43817138671875,0.0621949553489685,5651.0,384.0029602050781,1.9562722444534302
1.0351516008377075,5021.0,0.25799471139907837,20.0,0.0003,1054.3394775390625,1018.6033935546875,0.1989459753036499,322.769287109375,0.0630408763885498,5701.0,357.037353515625,1.9496192932128906
1.0373183488845825,5083.0,0.25798964500427246,20.0,0.0003,1022.2554321289062,980.1159057617188,0.19142888784408568,301.90289306640625,0.05896540880203247,5751.0,421.0712890625,1.9461183547973633
1.033141016960144,5136.0,0.25856950879096985,20.0,0.0003,1045.8017578125,1011.5076904296875,0.19756009578704833,312.67498779296875,0.06106933355331421,5801.0,342.6171875,1.941619873046875
1.0309845209121704,5187.0,0.2586369812488556,20.0,0.0003,1040.88330078125,1001.3914794921875,0.19558427333831788,325.52239990234375,0.06357859373092652,5851.0,394.59564208984375,1.9364885091781616
1.026916742324829,5229.0,0.25891736149787903,20.0,0.0003,1057.3521728515625,1020.7188110351562,0.19935914278030395,318.94073486328125,0.06229311227798462,5901.0,366.0129089355469,1.9308830499649048
1.027614712715149,5268.0,0.2587297558784485,20.0,0.0003,1028.8857421875,998.2967529296875,0.19497983455657958,312.9017333984375,0.061113619804382326,5951.0,305.5692138671875,1.9239561557769775
1.0226163864135742,5295.0,0.258384644985199,20.0,0.0003,1037.5592041015625,1003.8372802734375,0.19606196880340576,318.2343444824219,0.062155145406723025,6001.0,336.89892578125,1.9175195693969727
1.0214241743087769,5338.0,0.25875380635261536,20.0,0.0003,1042.06005859375,1008.778076171875,0.19702696800231934,326.6467590332031,0.06379819512367249,6051.0,332.5011901855469,1.913823127746582
1.0195472240447998,5394.0,0.2586437165737152,20.0,0.0003,1025.7359619140625,996.8052368164062,0.19468852281570434,317.3409423828125,0.06198065280914307,6101.0,288.9881896972656,1.9161978960037231
1.0142091512680054,5436.0,0.2589198648929596,20.0,0.0003,1045.9879150390625,1013.2194213867188,0.1978944182395935,324.88287353515625,0.0634536862373352,6151.0,327.36798095703125,1.9108895063400269
1.0153864622116089,5494.0,0.2591584324836731,20.0,0.0003,1040.226806640625,1003.871826171875,0.19606871604919435,310.9185485839844,0.06072627902030945,6201.0,363.2322998046875,1.9057021141052246
1.012540340423584,5543.0,0.2592776119709015,20.0,0.0003,1031.5552978515625,993.5711669921875,0.19405686855316162,318.0304260253906,0.062115317583084105,6251.0,379.525146484375,1.9022258520126343
1.0131529569625854,5587.0,0.2592194378376007,20.0,0.0003,1029.6455078125,995.54833984375,0.1944430351257324,317.75189208984375,0.06206091642379761,6301.0,340.6553955078125,1.901100516319275
1.0108587741851807,5617.0,0.2593725025653839,20.0,0.0003,1038.7236328125,1004.1162109375,0.19611644744873047,307.5178527832031,0.06006208062171936,6351.0,345.75799560546875,1.8962554931640625
1.0091180801391602,5657.0,0.25913259387016296,20.0,0.0003,1038.74609375,1003.0259399414062,0.1959035038948059,313.0823974609375,0.06114890575408936,6401.0,356.8861083984375,1.8940026760101318
1.0089004039764404,5695.0,0.25897350907325745,20.0,0.0003,1044.946044921875,1009.7521362304688,0.19721721410751342,316.46240234375,0.06180906295776367,6451.0,351.623291015625,1.891908049583435
1.0069386959075928,5718.0,0.2586669623851776,20.0,0.0003,1058.88720703125,1023.7269287109375,0.19994666576385497,320.8102722167969,0.06265825629234315,6501.0,351.287841796875,1.8848793506622314
1.0043166875839233,5740.0,0.25887274742126465,20.0,0.0003,1037.107666015625,999.1801147460938,0.19515236616134643,316.30352783203125,0.061778032779693605,6551.0,378.96197509765625,1.879576563835144
1.0044745206832886,5759.0,0.25951799750328064,20.0,0.0003,1049.1710205078125,1013.1285400390625,0.1978766679763794,321.5150146484375,0.06279590129852294,6601.0,360.111328125,1.876644492149353
1.000792145729065,5783.0,0.2591134309768677,20.0,0.0003,1045.7032470703125,1009.8749389648438,0.19724119901657106,310.6002502441406,0.06066411137580872,6651.0,357.97015380859375,1.8729058504104614
0.9984551072120667,5796.0,0.25941917300224304,20.0,0.0003,1042.5067138671875,1010.230224609375,0.19731059074401855,316.49951171875,0.06181631088256836,6701.0,322.4530029296875,1.870944619178772
0.9952455759048462,5804.0,0.25971460342407227,20.0,0.0003,1053.6864013671875,1019.9501953125,0.19920902252197265,324.7933349609375,0.06343619823455811,6751.0,337.05133056640625,1.8665642738342285
0.9956085085868835,5818.0,0.2599892318248749,20.0,0.0003,1030.345947265625,997.8131713867188,0.19488538503646852,321.47039794921875,0.06278718709945678,6801.0,325.01611328125,1.864831805229187
0.9937670230865479,5834.0,0.2593943476676941,20.0,0.0003,1027.092041015625,992.3345336914062,0.19381533861160277,321.6259765625,0.06281757354736328,6851.0,347.2640075683594,1.8625999689102173
0.9901686310768127,5848.0,0.25988879799842834,20.0,0.0003,1026.099853515625,992.3973388671875,0.19382760524749756,313.30145263671875,0.06119168996810913,6901.0,336.716064453125,1.8620556592941284
0.9938687086105347,5857.0,0.2596960663795471,20.0,0.0003,1042.1243896484375,1003.8585815429688,0.19606612920761107,299.37530517578125,0.058471739292144775,6951.0,382.3476867675781,1.8583059310913086
0.989833414554596,5865.0,0.260334849357605,20.0,0.0003,1029.423828125,995.2464599609375,0.1943840742111206,314.5855712890625,0.06144249439239502,7001.0,341.46405029296875,1.8529455661773682
0.9897373914718628,5879.0,0.2600800395011902,20.0,0.0003,1032.981689453125,1000.742919921875,0.1954576015472412,307.3052978515625,0.0600205659866333,7051.0,322.0784912109375,1.8496450185775757
0.9839939475059509,5888.0,0.2608164846897125,20.0,0.0003,1036.801025390625,1001.3668823242188,0.19557946920394897,324.71038818359375,0.06341999769210815,7101.0,354.03326416015625,1.8470321893692017
0.9888855814933777,5897.0,0.2602508068084717,20.0,0.0003,1038.3922119140625,1003.970703125,0.19608802795410157,289.6657409667969,0.05657534003257751,7151.0,343.9063720703125,1.84677255153656
0.9863507747650146,5907.0,0.26041117310523987,20.0,0.0003,1021.99609375,984.4500732421875,0.19227540493011475,313.4486389160156,0.0612204372882843,7201.0,375.15167236328125,1.8474098443984985
0.9850893020629883,5909.0,0.26049330830574036,20.0,0.0003,1033.204345703125,998.18115234375,0.19495725631713867,307.0207824707031,0.0599649965763092,7251.0,349.92486572265625,1.843936800956726
0.9846500158309937,5916.0,0.26041507720947266,20.0,0.0003,1020.2340087890625,989.56494140625,0.1932744026184082,303.7720642089844,0.059330481290817264,7301.0,306.38287353515625,1.8379789590835571
