auxk,dead,fixed_validation_nmse,l0,learning_rate,loss,mse,mse_per_dimension,reconstruction_mse,reconstruction_mse_per_dimension,step,threshold
0.0,0.0,0.4440939724445343,20.0,0.0003,1983.9107666015625,1983.9107666015625,0.38748257160186766,1983.9107666015625,0.38748257160186766,1901.0,4.92812442779541
0.0,0.0,0.44420546293258667,20.0,0.0003,1931.513427734375,1931.513427734375,0.37724871635437013,1931.513427734375,0.37724871635437013,1951.0,4.916810035705566
1.0252459049224854,3535.0,1.9534633159637451,20.0,0.0003,2898.962890625,2898.930908203125,0.5661974430084229,2898.930908203125,0.5661974430084229,2001.0,5.606052875518799
0.9879159331321716,3144.0,0.5781610608100891,20.0,0.0003,2328.58837890625,2328.5576171875,0.45479640960693357,2328.5576171875,0.45479640960693357,2051.0,5.974783420562744
0.983618974685669,2904.0,0.4703062176704407,20.0,0.0003,2025.2122802734375,2025.1815185546875,0.3955432653427124,2025.1815185546875,0.3955432653427124,2101.0,6.102569103240967
0.9868456125259399,2888.0,0.4712057411670685,20.0,0.0003,2064.92626953125,2064.8955078125,0.4032999038696289,2064.8955078125,0.4032999038696289,2151.0,6.150841236114502
0.9838457107543945,2818.0,0.450203001499176,20.0,0.0003,1875.04150390625,1875.0107421875,0.3662130355834961,1875.0107421875,0.3662130355834961,2201.0,6.143104553222656
0.9814921021461487,2709.0,0.4555474519729614,20.0,0.0003,1796.309326171875,1796.2786865234375,0.3508356809616089,1796.2786865234375,0.3508356809616089,2251.0,6.087571144104004
0.9816442728042603,2652.0,0.45368218421936035,20.0,0.0003,1607.40869140625,1607.3780517578125,0.3139410257339478,1607.3780517578125,0.3139410257339478,2301.0,6.022010803222656
0.9803798198699951,2605.0,0.44366660714149475,20.0,0.0003,1624.39990234375,1624.3692626953125,0.31725962162017823,1624.3692626953125,0.31725962162017823,2351.0,5.952610492706299
0.98310387134552,2531.0,0.4516373872756958,20.0,0.0003,1483.6497802734375,1483.6190185546875,0.2897693395614624,1483.6190185546875,0.2897693395614624,2401.0,5.874233245849609
0.9834296107292175,2466.0,0.45130303502082825,20.0,0.0003,1394.84033203125,1394.8095703125,0.27242374420166016,1394.8095703125,0.27242374420166016,2451.0,5.795158386230469
0.9776602983474731,2409.0,0.4492148160934448,20.0,0.0003,1554.281982421875,1554.25146484375,0.30356473922729493,1554.25146484375,0.30356473922729493,2501.0,5.724007606506348
0.97807377576828,2350.0,0.4502437114715576,20.0,0.0003,1405.30322265625,1405.272705078125,0.27446732521057127,1405.272705078125,0.27446732521057127,2551.0,5.655238628387451
0.9791147708892822,2290.0,0.44490957260131836,20.0,0.0003,1300.3944091796875,1300.36376953125,0.25397729873657227,1300.36376953125,0.25397729873657227,2601.0,5.5856032371521
0.9785420298576355,2230.0,0.44525131583213806,20.0,0.0003,1380.154541015625,1380.1239013671875,0.2695554494857788,1380.1239013671875,0.2695554494857788,2651.0,5.520304203033447
0.97596675157547,2176.0,0.44842222332954407,20.0,0.0003,1384.640869140625,1384.6103515625,0.2704317092895508,1384.6103515625,0.2704317092895508,2701.0,5.460648536682129
0.9802883267402649,2124.0,0.4449354410171509,20.0,0.0003,1086.6392822265625,1086.608642578125,0.21222825050354005,1086.608642578125,0.21222825050354005,2751.0,5.401986598968506
0.9763143658638,2076.0,0.447815865278244,20.0,0.0003,1442.762451171875,1442.73193359375,0.2817835807800293,1442.73193359375,0.2817835807800293,2801.0,5.350370407104492
0.9795480370521545,2012.0,0.45463863015174866,20.0,0.0003,1281.808349609375,1281.7777099609375,0.2503472089767456,1281.7777099609375,0.2503472089767456,2851.0,5.303787708282471
0.979780912399292,1974.0,0.44546863436698914,20.0,0.0003,1165.37109375,1165.3404541015625,0.22760555744171143,1165.3404541015625,0.22760555744171143,2901.0,5.255430698394775
0.9808443784713745,1934.0,0.4602011442184448,20.0,0.0003,1160.7178955078125,1160.687255859375,0.22669672966003418,1160.687255859375,0.22669672966003418,2951.0,5.209547996520996
0.9833787083625793,1897.0,0.4526919722557068,20.0,0.0003,1162.629150390625,1162.598388671875,0.22706999778747558,1162.598388671875,0.22706999778747558,3001.0,5.167617321014404
0.9862189292907715,1859.0,0.4505501687526703,20.0,0.0003,1096.9322509765625,1096.9014892578125,0.2142385721206665,1096.9014892578125,0.2142385721206665,3051.0,5.125374794006348
0.9895879030227661,1845.0,0.4476611912250519,20.0,0.0003,1196.5606689453125,1196.52978515625,0.23369722366333007,1196.52978515625,0.23369722366333007,3101.0,5.085231304168701
0.987637460231781,1805.0,0.4496205449104309,20.0,0.0003,1184.4156494140625,1184.384765625,0.2313251495361328,1184.384765625,0.2313251495361328,3151.0,5.040957450866699
0.9895262718200684,1799.0,0.4550405740737915,20.0,0.0003,1066.0538330078125,1066.02294921875,0.2082076072692871,1066.02294921875,0.2082076072692871,3201.0,4.992906093597412
0.9912274479866028,1766.0,0.45178723335266113,20.0,0.0003,1187.0836181640625,1187.0526123046875,0.23184621334075928,1187.0526123046875,0.23184621334075928,3251.0,4.941395282745361
0.9944242835044861,1743.0,0.44675302505493164,20.0,0.0003,960.59521484375,960.5641479492188,0.1876101851463318,960.5641479492188,0.1876101851463318,3301.0,4.8852057456970215
0.9906069040298462,1695.0,0.4489726424217224,20.0,0.0003,1123.902587890625,1123.87158203125,0.2195061683654785,1123.87158203125,0.2195061683654785,3351.0,4.828339576721191
0.9939612150192261,1668.0,0.4523329436779022,20.0,0.0003,1004.7926025390625,1004.7615356445312,0.19624248743057252,1004.7615356445312,0.19624248743057252,3401.0,4.77334451675415
0.9905110001564026,1642.0,0.4545092284679413,20.0,0.0003,1209.99658203125,1209.965576171875,0.23632140159606935,1209.965576171875,0.23632140159606935,3451.0,4.719606876373291
0.9940484762191772,1597.0,0.45287197828292847,20.0,0.0003,1004.1741943359375,1004.1431274414062,0.19612170457839967,1004.1431274414062,0.19612170457839967,3501.0,4.665797233581543
0.994182288646698,1553.0,0.46101707220077515,20.0,0.0003,1029.7928466796875,1029.76171875,0.20112533569335939,1029.76171875,0.20112533569335939,3551.0,4.608031272888184
0.9935731291770935,1508.0,0.4523032605648041,20.0,0.0003,986.282470703125,986.2514038085938,0.19262722730636597,986.2514038085938,0.19262722730636597,3601.0,4.552999496459961
0.9926092028617859,1494.0,0.4565909504890442,20.0,0.0003,1116.9671630859375,1116.9361572265625,0.21815159320831298,1116.9361572265625,0.21815159320831298,3651.0,4.501807689666748
0.9946662187576294,1463.0,0.45450419187545776,20.0,0.0003,1005.641845703125,1005.6107788085938,0.19640835523605346,1005.6107788085938,0.19640835523605346,3701.0,4.446244716644287
0.9960513114929199,1419.0,0.4602462351322174,20.0,0.0003,1030.1051025390625,1030.073974609375,0.20118632316589355,1030.073974609375,0.20118632316589355,3751.0,4.392714500427246
0.9949026703834534,1396.0,0.46658560633659363,20.0,0.0003,906.7429809570312,906.7119140625,0.17709217071533204,906.7119140625,0.17709217071533204,3801.0,4.341145992279053
0.9965347647666931,1360.0,0.45793065428733826,20.0,0.0003,962.7369384765625,962.705810546875,0.18802847862243652,962.705810546875,0.18802847862243652,3851.0,4.290314197540283
0.9964485764503479,1311.0,0.4592714011669159,20.0,0.0003,949.1838989257812,949.1527709960938,0.18538140058517455,949.1527709960938,0.18538140058517455,3901.0,4.236388683319092
0.9950594305992126,1238.0,0.4605710506439209,20.0,0.0003,977.4443969726562,977.413330078125,0.1909010410308838,977.413330078125,0.1909010410308838,3951.0,4.186934947967529
0.9991857409477234,1162.0,0.46832987666130066,20.0,0.0003,870.1182250976562,870.0869750976562,0.169938862323761,870.0869750976562,0.169938862323761,4001.0,4.1391754150390625
0.9976164698600769,1106.0,0.4556177258491516,20.0,0.0003,896.529541015625,896.4983520507812,0.1750973343849182,896.4983520507812,0.1750973343849182,4051.0,4.091305732727051
0.9991467595100403,1036.0,0.46008673310279846,20.0,0.0003,829.4303588867188,829.3991088867188,0.16199201345443726,829.3991088867188,0.16199201345443726,4101.0,4.0427045822143555
0.9996563792228699,1001.0,0.4600730836391449,20.0,0.0003,807.8546142578125,807.8233642578125,0.157778000831604,807.8233642578125,0.157778000831604,4151.0,3.9923272132873535
0.9996955990791321,983.0,0.46525269746780396,20.0,0.0003,948.8323974609375,948.8011474609375,0.18531272411346436,948.8011474609375,0.18531272411346436,4201.0,3.9383604526519775
0.9984424114227295,1000.0,0.46162495017051697,20.0,0.0003,934.5269165039062,934.4957275390625,0.18251869678497315,934.4957275390625,0.18251869678497315,4251.0,3.8878860473632812
1.000280499458313,1033.0,0.45639199018478394,20.0,0.0003,796.006103515625,795.974853515625,0.1554638385772705,795.974853515625,0.1554638385772705,4301.0,3.836184501647949
1.0006790161132812,1044.0,0.4612056314945221,20.0,0.0003,802.4432983398438,802.4120483398438,0.15672110319137572,802.4120483398438,0.15672110319137572,4351.0,3.7811646461486816
1.004120945930481,1074.0,0.45710304379463196,20.0,0.0003,726.4793090820312,726.4479370117188,0.14188436269760132,726.4479370117188,0.14188436269760132,4401.0,3.724907159805298
1.0016357898712158,1061.0,0.46193525195121765,20.0,0.0003,768.8142700195312,768.782958984375,0.15015292167663574,768.782958984375,0.15015292167663574,4451.0,3.6685128211975098
1.0012141466140747,1040.0,0.46012499928474426,20.0,0.0003,777.2890625,777.2577514648438,0.1518081545829773,777.2577514648438,0.1518081545829773,4501.0,3.612363576889038
1.0016968250274658,1006.0,0.46681731939315796,20.0,0.0003,767.2194213867188,767.1881103515625,0.14984142780303955,767.1881103515625,0.14984142780303955,4551.0,3.5556328296661377
1.0024683475494385,963.0,0.4705549478530884,20.0,0.0003,755.4776000976562,755.4462890625,0.14754810333251953,755.4462890625,0.14754810333251953,4601.0,3.5009801387786865
1.0038790702819824,929.0,0.47279998660087585,20.0,0.0003,634.665283203125,634.6339111328125,0.12395193576812744,634.6339111328125,0.12395193576812744,4651.0,3.4479126930236816
1.0014365911483765,867.0,0.4762328565120697,20.0,0.0003,913.4650268554688,913.4337158203125,0.1784050226211548,913.4337158203125,0.1784050226211548,4701.0,3.391157627105713
1.0029528141021729,829.0,0.46175023913383484,20.0,0.0003,763.76806640625,763.7366943359375,0.1491673231124878,763.7366943359375,0.1491673231124878,4751.0,3.333578586578369
1.0030666589736938,784.0,0.47686466574668884,20.0,0.0003,697.3006591796875,697.269287109375,0.1361854076385498,697.269287109375,0.1361854076385498,4801.0,3.2758331298828125
1.0021039247512817,741.0,0.4704850912094116,20.0,0.0003,883.8069458007812,883.775634765625,0.17261242866516113,883.775634765625,0.17261242866516113,4851.0,3.217460870742798
1.0028787851333618,707.0,0.46615904569625854,20.0,0.0003,789.3939208984375,789.3626098632812,0.1541723847389221,789.3626098632812,0.1541723847389221,4901.0,3.1624884605407715
1.002933382987976,651.0,0.46380615234375,20.0,0.0003,630.4867553710938,630.4553833007812,0.12313581705093384,630.4553833007812,0.12313581705093384,4951.0,3.1053884029388428
1.0030503273010254,601.0,0.4721117615699768,20.0,0.0003,676.2218017578125,676.1904296875,0.13206844329833983,676.1904296875,0.13206844329833983,5001.0,3.04949951171875
1.003695011138916,567.0,0.47512415051460266,20.0,0.0003,649.7657470703125,649.734375,0.1269012451171875,649.734375,0.1269012451171875,5051.0,2.9947915077209473
1.0032382011413574,525.0,0.4712147116661072,20.0,0.0003,664.1223754882812,664.0910034179688,0.12970527410507202,664.0910034179688,0.12970527410507202,5101.0,2.9378764629364014
1.0033994913101196,501.0,0.4752039909362793,20.0,0.0003,731.5087280273438,731.4773559570312,0.14286667108535767,731.4773559570312,0.14286667108535767,5151.0,2.8825082778930664
1.0027059316635132,474.0,0.47259387373924255,20.0,0.0003,708.4482421875,708.4169311523438,0.13836268186569214,708.4169311523438,0.13836268186569214,5201.0,2.8249940872192383
1.0034805536270142,480.0,0.473966121673584,20.0,0.0003,591.6290283203125,591.59765625,0.11554641723632812,591.59765625,0.11554641723632812,5251.0,2.7693698406219482
1.0046319961547852,469.0,0.48058754205703735,20.0,0.0003,559.3563232421875,559.324951171875,0.10924315452575684,559.324951171875,0.10924315452575684,5301.0,2.7167320251464844
1.0025898218154907,452.0,0.4745103716850281,20.0,0.0003,591.7022094726562,591.6708984375,0.11556072235107422,591.6708984375,0.11556072235107422,5351.0,2.664832830429077
1.0032637119293213,428.0,0.4812427759170532,20.0,0.0003,605.3248291015625,605.29345703125,0.11822137832641602,605.29345703125,0.11822137832641602,5401.0,2.609926223754883
1.0042635202407837,412.0,0.4755144715309143,20.0,0.0003,546.883544921875,546.8521728515625,0.1068070650100708,546.8521728515625,0.1068070650100708,5451.0,2.551445245742798
1.004420280456543,389.0,0.47961103916168213,20.0,0.0003,448.4561462402344,448.42474365234375,0.08758295774459839,448.42474365234375,0.08758295774459839,5501.0,2.4896256923675537
1.0033806562423706,403.0,0.4751478135585785,20.0,0.0003,451.4294128417969,451.3980712890625,0.08816368579864502,451.3980712890625,0.08816368579864502,5551.0,2.433297634124756
1.003560185432434,383.0,0.47698092460632324,20.0,0.0003,664.873779296875,664.8424072265625,0.129852032661438,664.8424072265625,0.129852032661438,5601.0,2.376326560974121
1.0040106773376465,382.0,0.4795164167881012,20.0,0.0003,534.2880859375,534.2567138671875,0.10434701442718505,534.2567138671875,0.10434701442718505,5651.0,2.317439317703247
1.003676414489746,366.0,0.4805198609828949,20.0,0.0003,541.2694091796875,541.238037109375,0.10571055412292481,541.238037109375,0.10571055412292481,5701.0,2.2562692165374756
1.003421664237976,365.0,0.48414328694343567,20.0,0.0003,592.319091796875,592.2877197265625,0.11568119525909423,592.2877197265625,0.11568119525909423,5751.0,2.196699380874634
1.0026968717575073,375.0,0.47778552770614624,20.0,0.0003,476.4552917480469,476.4239501953125,0.09305155277252197,476.4239501953125,0.09305155277252197,5801.0,2.1379904747009277
1.003855586051941,382.0,0.48075929284095764,20.0,0.0003,507.043212890625,507.0118408203125,0.09902575016021728,507.0118408203125,0.09902575016021728,5851.0,2.081712484359741
1.004280924797058,375.0,0.4966619908809662,20.0,0.0003,457.8218688964844,457.7904968261719,0.08941220641136169,457.7904968261719,0.08941220641136169,5901.0,2.0241048336029053
1.0041496753692627,389.0,0.4747103452682495,20.0,0.0003,498.8291015625,498.7977294921875,0.09742143154144287,498.7977294921875,0.09742143154144287,5951.0,1.969821810722351
1.004712700843811,395.0,0.4857726991176605,20.0,0.0003,499.0562438964844,499.02484130859375,0.09746578931808472,499.02484130859375,0.09746578931808472,6001.0,1.9160277843475342
1.003515362739563,387.0,0.48713141679763794,20.0,0.0003,555.74755859375,555.7161865234375,0.10853831768035889,555.7161865234375,0.10853831768035889,6051.0,1.858743667602539
1.0041375160217285,390.0,0.4813750982284546,20.0,0.0003,453.73516845703125,453.70379638671875,0.08861402273178101,453.70379638671875,0.08861402273178101,6101.0,1.8047473430633545
1.0041015148162842,396.0,0.48966628313064575,20.0,0.0003,492.88446044921875,492.85308837890625,0.09626036882400513,492.85308837890625,0.09626036882400513,6151.0,1.7520805597305298
1.0049552917480469,400.0,0.481788694858551,20.0,0.0003,475.9219665527344,475.89056396484375,0.09294737577438354,475.89056396484375,0.09294737577438354,6201.0,1.6994224786758423
1.0038162469863892,412.0,0.49671751260757446,20.0,0.0003,476.9562683105469,476.9248962402344,0.09314939379692078,476.9248962402344,0.09314939379692078,6251.0,1.645843267440796
1.0039373636245728,435.0,0.4883542060852051,20.0,0.0003,488.51507568359375,488.48370361328125,0.09540697336196899,488.48370361328125,0.09540697336196899,6301.0,1.5960365533828735
1.0042293071746826,464.0,0.4963245093822479,20.0,0.0003,413.9322814941406,413.9009094238281,0.08084002137184143,413.9009094238281,0.08084002137184143,6351.0,1.5495216846466064
1.0044459104537964,490.0,0.4935604929924011,20.0,0.0003,438.7801208496094,438.74871826171875,0.08569310903549195,438.74871826171875,0.08569310903549195,6401.0,1.504585862159729
1.0041714906692505,517.0,0.5040746927261353,20.0,0.0003,382.47698974609375,382.44561767578125,0.07469640970230103,382.44561767578125,0.07469640970230103,6451.0,1.4569834470748901
1.0044302940368652,521.0,0.49273067712783813,20.0,0.0003,344.3974914550781,344.3660888671875,0.06725900173187256,344.3660888671875,0.06725900173187256,6501.0,1.4087116718292236
1.0038343667984009,541.0,0.50972580909729,20.0,0.0003,334.8374328613281,334.8060607910156,0.06539180874824524,334.8060607910156,0.06539180874824524,6551.0,1.3657639026641846
1.0049269199371338,560.0,0.4936239421367645,20.0,0.0003,438.1435852050781,438.1121826171875,0.08556878566741943,438.1121826171875,0.08556878566741943,6601.0,1.3233468532562256
1.003677487373352,585.0,0.5010926127433777,20.0,0.0003,400.19573974609375,400.16436767578125,0.07815710306167603,400.16436767578125,0.07815710306167603,6651.0,1.2815386056900024
1.0067452192306519,609.0,0.499248743057251,20.0,0.0003,393.50030517578125,393.4688415527344,0.07684938311576843,393.4688415527344,0.07684938311576843,6701.0,1.24104905128479
1.0047374963760376,654.0,0.4953162372112274,20.0,0.0003,437.1004638671875,437.0690612792969,0.08536505103111267,437.0690612792969,0.08536505103111267,6751.0,1.2013298273086548
1.0029754638671875,678.0,0.5103700757026672,20.0,0.0003,433.1282043457031,433.09686279296875,0.08458923101425171,433.09686279296875,0.08458923101425171,6801.0,1.16579008102417
1.004335880279541,714.0,0.5012819766998291,20.0,0.0003,423.6682434082031,423.6368713378906,0.08274157643318177,423.6368713378906,0.08274157643318177,6851.0,1.126673698425293
1.0076805353164673,764.0,0.4934934675693512,20.0,0.0003,346.9216613769531,346.8901672363281,0.06775198578834533,346.8901672363281,0.06775198578834533,6901.0,1.0913734436035156
1.0044642686843872,813.0,0.5013137459754944,20.0,0.0003,399.1502380371094,399.11883544921875,0.07795289754867554,399.11883544921875,0.07795289754867554,6951.0,1.0575222969055176
1.0052855014801025,849.0,0.5016590356826782,20.0,0.0003,411.71820068359375,411.6867980957031,0.08040757775306702,411.6867980957031,0.08040757775306702,7001.0,1.020560383796692
1.0043885707855225,904.0,0.5101286768913269,20.0,0.0003,377.6768493652344,377.6454772949219,0.07375888228416443,377.6454772949219,0.07375888228416443,7051.0,0.9851896166801453
1.0049470663070679,939.0,0.4972534477710724,20.0,0.0003,427.61224365234375,427.5808410644531,0.083511883020401,427.5808410644531,0.083511883020401,7101.0,0.9533897638320923
1.0031646490097046,978.0,0.5079612135887146,20.0,0.0003,375.8941345214844,375.86279296875,0.07341070175170898,375.86279296875,0.07341070175170898,7151.0,0.916648268699646
1.0033289194107056,1022.0,0.5056423544883728,20.0,0.0003,471.5784606933594,471.547119140625,0.09209904670715333,471.547119140625,0.09209904670715333,7201.0,0.8845229148864746
1.0049269199371338,1063.0,0.5066205263137817,19.15625,0.0003,446.81524658203125,446.7838439941406,0.0872624695301056,446.7838439941406,0.0872624695301056,7251.0,0.8534830808639526
1.0063406229019165,1116.0,0.5065274834632874,20.0,0.0003,324.659912109375,324.62847900390625,0.06340399980545045,324.62847900390625,0.06340399980545045,7301.0,0.820740282535553
1.0035492181777954,1198.0,0.5085607171058655,19.203125,0.0003,306.06939697265625,306.03802490234375,0.059773051738739015,306.03802490234375,0.059773051738739015,7351.0,0.785145103931427
1.0039925575256348,1280.0,0.511836588382721,20.0,0.0003,405.7655029296875,405.734130859375,0.07924494743347169,405.734130859375,0.07924494743347169,7401.0,0.7504656314849854
1.0057005882263184,1382.0,0.5063960552215576,20.0,0.0003,378.78582763671875,378.75439453125,0.07397546768188476,378.75439453125,0.07397546768188476,7451.0,0.7158654928207397
1.0036125183105469,1474.0,0.5101171135902405,18.53125,0.0003,360.699462890625,360.6680908203125,0.07044298648834228,360.6680908203125,0.07044298648834228,7501.0,0.6819697022438049
1.0043202638626099,1572.0,0.5032354593276978,18.453125,0.0003,371.6663818359375,371.635009765625,0.07258496284484864,371.635009765625,0.07258496284484864,7551.0,0.6491797566413879
1.0037860870361328,1696.0,0.5084348320960999,19.515625,0.0003,334.9865417480469,334.9551696777344,0.0654209315776825,334.9551696777344,0.0654209315776825,7601.0,0.6182593107223511
1.004043698310852,1844.0,0.5082597136497498,18.875,0.0003,419.799560546875,419.7681884765625,0.08198597431182861,419.7681884765625,0.08198597431182861,7651.0,0.5884677171707153
1.00404691696167,2000.0,0.5139200687408447,18.453125,0.0003,426.2157897949219,426.1844177246094,0.08323914408683777,426.1844177246094,0.08323914408683777,7701.0,0.5601367950439453
1.0053139925003052,2147.0,0.5151462554931641,18.546875,0.0003,341.9302062988281,341.8988037109375,0.06677711009979248,341.8988037109375,0.06677711009979248,7751.0,0.5332177877426147
1.0049325227737427,2291.0,0.5117214322090149,17.75,0.0003,258.0864562988281,258.0550537109375,0.05040137767791748,258.0550537109375,0.05040137767791748,7801.0,0.5076459646224976
1.0052385330200195,2452.0,0.5079328417778015,19.140625,0.0003,362.5516357421875,362.5202331542969,0.07080473303794861,362.5202331542969,0.07080473303794861,7851.0,0.4831086993217468
1.005503535270691,2585.0,0.5105282068252563,18.21875,0.0003,269.4345703125,269.40313720703125,0.05261780023574829,269.40313720703125,0.05261780023574829,7901.0,0.4596880078315735
1.0043362379074097,2726.0,0.5201004147529602,18.25,0.0003,397.15576171875,397.1243896484375,0.07756335735321045,397.1243896484375,0.07756335735321045,7951.0,0.43742474913597107
1.0048704147338867,2884.0,0.5135065317153931,17.421875,0.0003,410.13641357421875,410.1050109863281,0.08009863495826722,410.1050109863281,0.08009863495826722,8001.0,0.4163171947002411
