target,datasource,target_kind,seed,tile_size,power_full_score,dc_vector_score,power_ac_score,power_ac_std,power_ac_null,cross_ac_score,cross_ac_std,cross_ac_null,dc_gain,phase_gain
hedging_confidence,toy_hedging_drift_d64,regression,2,16,-0.2583209087512767,0.1420440723853189,-0.23319729688890628,0.1031571793363194,-0.27514197984934274,-6.393911390910934,1.8904359343666954,-6.54903219179954,0.3752413692742252,-6.160714094022028
hedging_confidence,toy_hedging_drift_d64,regression,2,32,-0.73541651357985,0.08734647738770193,-0.6781708399075411,0.049788185210287716,-0.4959069972671549,-1.344698667182143,0.35561906756263423,-1.2619423809739885,0.7655173172952431,-0.6665278272746019
recipe_equality,toy_recipe_instruction_d64,classification,2,4,0.5814362964491623,0.5836036230669022,0.7094946537514026,0.042519262196804054,0.5136527275164252,0.6798569926867962,0.04737619101332358,0.4984363045798969,-0.12589103068450047,-0.029637661064606413
recipe_equality,toy_recipe_instruction_d64,classification,2,8,0.5460464201416207,0.6001612903225807,0.5594689221085759,0.02971056899360344,0.49207176215784243,0.5405251770259637,0.05192244862440704,0.5105287165866507,0.04069236821400479,-0.018943745082612207
recipe_equality,toy_recipe_instruction_d64,classification,2,16,0.5392237944476751,0.5333930994378756,0.5467317094182765,0.02011359458768834,0.5517927431342088,0.49216213305765544,0.05117815577751041,0.564684008115469,-0.013338609980400928,-0.0545695763606211
recipe_equality,toy_recipe_instruction_d64,classification,2,32,0.45001970831690974,0.5508691367757194,0.4628136907108133,0.0292653800076775,0.503375550997051,0.45470963079752985,0.016655760924314932,0.5196950778524239,0.08805544606490606,-0.008104059913283446
assumption_next_state,toy_assumption_consequence_d64,classification,2,4,0.29578238965335746,0.36358682983682983,0.3120196380680252,0.06844617017207136,0.3949976835942207,0.34986223901546476,0.0704722784226701,0.33954719544882733,0.05156719176880464,0.037842600947439575
assumption_next_state,toy_assumption_consequence_d64,classification,2,8,0.31626490253613265,0.3777012831052975,0.34571795077456424,0.043910080663630724,0.28081401107435744,0.29434975443724803,0.04456791647277974,0.34273657264331614,0.03198333233073325,-0.05136819633731621
assumption_next_state,toy_assumption_consequence_d64,classification,2,16,0.31262750659302385,0.3322498382843211,0.330773249738767,0.06329113499045996,0.3737836515368004,0.32762103796586556,0.040768818795499775,0.31064354645165837,0.0014765885455541028,-0.0031522117729014254
assumption_next_state,toy_assumption_consequence_d64,classification,2,32,0.35481192642482967,0.3509976761589665,0.34399858206309825,0.040718365871801936,0.32852233989585267,0.3487510339123242,0.022859750517974863,0.3358516915109881,0.006999094095868241,0.004752451849225958
frequency_velocity,toy_cyclic_circle_M101_d128,classification,42,4,0.39674314574314573,0.12614935064935065,0.6237864357864358,0.05193239406230254,0.08777454734807674,0.46525468975468975,0.05786482660177625,0.09718225891755303,-0.49763708513708516,-0.15853174603174602
frequency_velocity,toy_cyclic_circle_M101_d128,classification,42,8,0.6859307359307361,0.16305411255411256,0.8077272727272728,0.035240100303794354,0.09112565212565213,0.7152597402597403,0.03372640633185507,0.09560587451763922,-0.6446731601731603,-0.09246753246753259
frequency_velocity,toy_cyclic_circle_M101_d128,classification,42,16,0.7389935064935065,0.1450822510822511,0.8755519480519481,0.014809519617817003,0.09147488622488624,0.7513961038961039,0.014621929064936362,0.07584722467075408,-0.7304696969696971,-0.12415584415584424
frequency_velocity,toy_cyclic_circle_M101_d128,classification,42,32,0.8796103896103895,0.15341558441558442,0.9945454545454545,0.0049792959773196635,0.10423113814290283,0.850974025974026,0.021886103306951614,0.09845627085332967,-0.8411298701298701,-0.14357142857142846
phasepair_pair,toy_phasepair_M101_d24,classification,42,4,0.9655820105820107,0.35050692499221914,0.9902248677248677,0.0005955136046697737,0.3358156379275591,0.9631613756613758,0.022423329523112823,0.33998746200883423,-0.6397179427326486,-0.0270634920634919
phasepair_pair,toy_phasepair_M101_d24,classification,42,8,1.0,0.42202380952380947,0.9981481481481481,0.004140866624999579,0.35052139766144896,0.9981481481481481,0.004140866624999579,0.32511832716666433,-0.5761243386243386,0.0
phasepair_pair,toy_phasepair_M101_d24,classification,42,16,1.0,0.4241569405539993,1.0,0.0,0.3391431409621096,1.0,0.0,0.3332083863912487,-0.5758430594460007,0.0
phasepair_pair,toy_phasepair_M101_d24,classification,42,32,1.0,0.36578120136943665,1.0,0.0,0.26947290213643954,1.0,0.0,0.3136333748830836,-0.6342187986305634,0.0
phasepair_sign,toy_phasepair_M101_d24,classification,42,4,0.4460396019075265,0.5030261544385534,0.49812467047777015,0.04947568107067712,0.516736578126779,0.8362642101833476,0.031279132374550864,0.5330478563124,0.004901483960783215,0.3381395397055775
phasepair_sign,toy_phasepair_M101_d24,classification,42,8,0.57022164627825,0.49660178904653296,0.5302278960931253,0.0216914459728633,0.48130153041474466,0.8734131394212257,0.027361526346187513,0.5414880307086651,-0.0336261070465923,0.3431852433281004
phasepair_sign,toy_phasepair_M101_d24,classification,42,16,0.50444391457599,0.4802532804123101,0.49129806581558605,0.07613573058921214,0.5485020859973078,0.9576934036314091,0.023816851448508893,0.4915487594398128,-0.01104478540327597,0.46639533781582304
phasepair_sign,toy_phasepair_M101_d24,classification,42,32,0.5354793104469654,0.4952663428215989,0.5352532507923343,0.043572773127060746,0.4740358959861462,0.9765613281597109,0.005091729019087167,0.48121932081367,-0.0399869079707354,0.44130807736737654
permuted_schedule,toy_permuted_circle_M101_d128,classification,42,4,0.09713131313131314,0.11437995337995337,0.11486790986790987,0.012189031131491185,0.0721510123863065,0.1084801864801865,0.02679090955980383,0.09975747291923762,-0.00048795648795650626,-0.006387723387723379
permuted_schedule,toy_permuted_circle_M101_d128,classification,42,8,0.1369747474747475,0.11805866355866357,0.12030303030303031,0.017258987978861447,0.08941410223763165,0.14170124320124322,0.03676065778318566,0.0849815984668926,-0.0022443667443667464,0.021398212898212907
permuted_schedule,toy_permuted_circle_M101_d128,classification,42,16,0.21632556332556327,0.1211111111111111,0.23030846930846932,0.043235638812685946,0.10552799651329063,0.20602447552447556,0.03040745658058637,0.08218287268287268,-0.10919735819735822,-0.024283993783993763
permuted_schedule,toy_permuted_circle_M101_d128,classification,42,32,0.511080031080031,0.12555050505050505,0.5233861693861692,0.04050343013891111,0.13617138090667502,0.4323752913752913,0.03541413301068217,0.05407844932844933,-0.3978356643356642,-0.09101087801087793
signed_motion_sign,toy_signed_motion_M19_d40,classification,42,4,0.4865384615384615,0.47228506787330315,0.46259426847662144,0.04646634641920129,0.5116278463381128,0.9785067873303168,0.01455524816411676,0.5082620099796754,0.009690799396681715,0.5159125188536954
signed_motion_sign,toy_signed_motion_M19_d40,classification,42,8,0.5203619909502262,0.4630844645550528,0.5337104072398191,0.04999436916759154,0.4938207942412891,1.0,0.0,0.4700010310205946,-0.0706259426847663,0.4662895927601809
signed_motion_sign,toy_signed_motion_M19_d40,classification,42,16,0.5412141779788838,0.5347285067873303,0.5392533936651583,0.009347707013314851,0.48415056098063847,1.0,0.0,0.4747905662900587,-0.004524886877828038,0.46074660633484166
signed_motion_sign,toy_signed_motion_M19_d40,classification,42,32,0.5512443438914028,0.5486802413273002,0.5645550527903469,0.0205663485396744,0.44624673735409087,1.0,0.0,0.47237076614816476,-0.0158748114630467,0.4354449472096531
backtracking_lambda,toy_backtracking_selfexcite_d64,regression,42,4,0.8325959858566719,0.6071882039716169,0.3452321289341801,0.19190571303549192,-0.12134279017462131,0.02008616021184444,0.196897811012445,-0.6635050539013096,0.2619560750374368,-0.32514596872233564
backtracking_lambda,toy_backtracking_selfexcite_d64,regression,42,8,0.17231443382728354,0.4542766929862653,0.24963080345211605,0.09861897594707107,-0.06653111592704022,-0.7667030068126334,0.5909536283531426,-1.3054887002316842,0.20464588953414922,-1.0163338102647494
backtracking_lambda,toy_backtracking_selfexcite_d64,regression,42,16,-0.19788474749512255,0.19905052306854276,0.058472281697326454,0.16116324924596728,-0.14854667757870826,-5.91788623787537,4.078913886534508,-5.067024833455369,0.1405782413712163,-5.976358519572697
backtracking_lambda,toy_backtracking_selfexcite_d64,regression,42,32,-0.4511820963002168,0.04448265827927585,-0.4122076022452029,0.26408520162007837,-0.5018597884743534,-1.6776646861551274,0.46887827741816246,-1.4817768162405311,0.45669026052447875,-1.2654570839099244
changepoint_mode,toy_changepoint_modes_d64,classification,42,4,0.2802967865467865,0.48898185148185147,0.2824030136530137,0.040445966550790205,0.14477139378938914,0.2449987512487512,0.06048630988182314,0.11685677110986707,0.2065788378288378,-0.03740426240426248
changepoint_mode,toy_changepoint_modes_d64,classification,42,8,0.11433944527694528,0.32815014846264845,0.1802497502497502,0.031082931970753888,0.13402387155328332,0.11980949605949605,0.03911749304170861,0.11585219967940556,0.14790039821289824,-0.06044025419025416
