layer,centering,lag,pair_count,frobenius,frobenius_normalized,operator,nuclear,frobenius_boot_q025,frobenius_boot_q975
6,global,0,2040000,7.838614962030237,1.891491931825187,1.1428304818337236,62.50121546707902,1.884535652399063,1.896873977780342
6,global,1,2039452,4.144144011476908,1.0,0.9871092994102267,27.441462376859242,1.0,1.0
6,global,2,2038904,2.8813828567064013,0.6952902333332576,0.9776166682552803,16.595107776892178,0.6932878002524376,0.6975776508450509
6,global,3,2038356,2.3589773405675074,0.5692315069250706,0.9738032621056754,11.954320147864273,0.5669010803103447,0.572332838177681
6,global,4,2037808,2.1002483585253136,0.506799076651011,0.971230918479651,9.67111239767662,0.5041034340858459,0.5101817771792412
6,global,5,2037260,1.9540831493595379,0.4715287750492853,0.969265737035218,8.324184299599306,0.46860213950276375,0.47490999549627305
6,global,6,2036712,1.861854518766336,0.4492736047806409,0.9678160588442118,7.532968419116891,0.4462862253189087,0.4528693243861198
6,global,7,2036164,1.7973033102153722,0.4336971170012119,0.9667546974850698,6.994208531069244,0.4306875646114349,0.4374227084219456
6,global,8,2035616,1.7461116235287604,0.42134434003572996,0.9657863482844355,6.57429795755402,0.41836696341633794,0.42523000165820124
6,global,9,2035068,1.7046813870016186,0.4113470435102222,0.964877465679934,6.2206058204848675,0.4083490431308746,0.4153371565043926
6,global,10,2034520,1.6727519848504153,0.40364233970099717,0.9640547975884196,5.963386446742312,0.40061819553375244,0.4076273448765278
6,global,11,2033972,1.6471916131819744,0.39747451068789985,0.9632234800707159,5.747341179364694,0.3944268673658371,0.4014375537633896
6,global,12,2033424,1.6263197268739744,0.392438033613214,0.9623781935157153,5.562450258697721,0.3893778033554554,0.39644395783543585
6,global,13,2032876,1.608537585086918,0.3881471253489717,0.9615276771135433,5.408174998483333,0.3851007163524628,0.3921865485608578
6,global,14,2032328,1.593490106380436,0.3845161031970366,0.9606846958313608,5.286826830808646,0.38148635551333426,0.38858368769288065
6,global,15,2031780,1.5806289051911313,0.3814126393324396,0.9598550366972475,5.181816029334726,0.37835701555013657,0.38542353063821794
6,global,16,2031232,1.5687340575832767,0.37854236079604875,0.95903604688933,5.0846662148389905,0.37557183727622034,0.3825123704969883
6,global,17,2030684,1.5590743241639866,0.37621142504851246,0.9582456255130206,5.002156624582438,0.37325668781995774,0.38030158951878545
6,global,18,2030136,1.549651160888472,0.3739375747070625,0.9574285316807859,4.9258812908456635,0.37093125879764555,0.37809398025274277
6,global,19,2029588,1.5420004835177428,0.37209143293459,0.9565579612089241,4.869546738240123,0.3690889671444893,0.37626138255000113
6,global,20,2029040,1.534521135412186,0.37028663366003695,0.9557100314812433,4.8102940017457065,0.367213574051857,0.3744500182569027
6,global,21,2028492,1.527737483132101,0.36864970881830894,0.954797145298033,4.759984088540821,0.3656047649681568,0.3728760786354542
6,global,22,2027944,1.5210092417466574,0.3670261548668029,0.9538914053224952,4.712413433753024,0.3639103062450886,0.37122855335474014
6,global,23,2027396,1.515016734423571,0.3655801367490708,0.9529167119262556,4.677920920291696,0.3624532356858253,0.3698096126317978
6,global,24,2026848,1.5097483727986702,0.36430885814236447,0.9519376929267589,4.637807494700237,0.3611270435154438,0.3685202568769455
6,global,25,2026300,1.5041657611731662,0.3629617496417807,0.9509144757130019,4.59959721539747,0.35979496091604235,0.36719818636775015
6,global,26,2025752,1.4992852844659617,0.361784069355167,0.9498793369820495,4.563785582253802,0.3585634909570217,0.3660566084086895
6,global,27,2025204,1.494956374325593,0.36073948448350707,0.9487783766856414,4.538460746223642,0.35756810680031775,0.36499073132872584
6,global,28,2024656,1.4902943182394786,0.3596145100441046,0.9476933528659586,4.50487777107025,0.3563745178282261,0.36391235813498496
6,global,29,2024108,1.4861269509950834,0.3586089061768515,0.9465505048391477,4.4947071015009215,0.35548487678170204,0.3629130765795708
6,global,30,2023560,1.4819784181674427,0.35760784713639543,0.9453860589078604,4.466929471183299,0.35443374067544936,0.3619333475828171
6,global,31,2023012,1.478133551331439,0.35668006402235414,0.9441625886079966,4.444097861568999,0.3535104915499687,0.3610651962459087
6,global,32,2022464,1.4746710853057081,0.3558445558893979,0.9429344672499397,4.427370671455696,0.3526897683739662,0.36031591072678565
6,global,33,2021916,1.4710373702446626,0.3549677246183363,0.9416290525198283,4.40176857876232,0.3518145389854908,0.3594659365713596
6,global,34,2021368,1.4677799416049422,0.35418169289967516,0.9403005766168583,4.3921569784609025,0.35091828033328054,0.35864367708563805
6,global,35,2020820,1.4643146624102028,0.35334550593678427,0.9388830596011942,4.371903093475743,0.3500870048999786,0.35786416605114935
6,global,36,2020272,1.461322184927941,0.35262340808642617,0.9374347610291801,4.354153045644869,0.34939768686890604,0.35722768157720564
6,global,37,2019724,1.4583303125223004,0.35190145624369223,0.935934782186004,4.340328393275291,0.3486683428287506,0.3565048359334469
6,global,38,2019176,1.4551083789561416,0.35112398964088215,0.9343683143780913,4.322461327559743,0.3479708760976791,0.35569050535559654
6,global,39,2018628,1.452389707513917,0.35046796238056116,0.9328302391822313,4.308449894693394,0.3471942260861397,0.3550392180681229
6,global,40,2018080,1.449529027560589,0.3497776678479857,0.9312056837583014,4.292608358447867,0.3464240737259388,0.3543730966746807
6,global,41,2017532,1.4469391938156135,0.34915272968517014,0.9295226266820907,4.27263298700679,0.3457166202366352,0.3537251800298691
6,global,42,2016984,1.4438544545958423,0.3484083686757003,0.9278133351850214,4.251171181808529,0.3449693381786346,0.35298304036259653
6,global,43,2016436,1.4408633118284602,0.34768659289785614,0.9260678437570826,4.228190492234469,0.34418945461511613,0.35222235769033433
6,global,44,2015888,1.4379851775259807,0.34699208655480707,0.9242465082910065,4.207572771979979,0.3434772565960884,0.3516378328204155
6,global,45,2015340,1.4357065326518657,0.34644223962192916,0.9223660295492033,4.194986081976894,0.34294695109128953,0.35111241340637206
6,global,46,2014792,1.4334436190239308,0.34589618870727273,0.9204595173013425,4.191344815230799,0.3423294574022293,0.3506077378988266
6,global,47,2014244,1.4313686692007,0.3453954942773773,0.9185052383342602,4.173070565151562,0.3418491303920746,0.35016529709100724
6,global,48,2013696,1.4289709501231682,0.3448169142205812,0.916508234351739,4.15804733288353,0.34127867594361305,0.34965278804302213
6,position,0,2040000,7.660570033380346,1.9810931202826818,1.1397957571059794,60.07123509104264,1.9731294959783554,1.9868596941232681
6,position,1,2039452,3.8668399556540085,1.0,0.9567714373443846,25.151676749450843,1.0,1.0
6,position,2,2038904,2.488627159267582,0.6435816293945049,0.8369460300689744,14.34916113783007,0.6414051726460457,0.6468584358692169
6,position,3,2038356,1.8787777773986818,0.48586902973617363,0.7704905879039361,9.75842673262248,0.4829304091632366,0.4903364270925522
6,position,4,2037808,1.5584297203639734,0.40302410708394376,0.6964403294491424,7.522859949149405,0.3995397754013538,0.40850222632288935
6,position,5,2037260,1.370010190995049,0.35429710220922134,0.6289354209242862,6.213109127012419,0.35017216131091117,0.3607088975608349
6,position,6,2036712,1.2477290034506625,0.322674074375967,0.575510732704285,5.449474518230305,0.31845600455999373,0.32983684688806536
6,position,7,2036164,1.1602215311032418,0.30004384572648046,0.5335631361211023,4.937666279097978,0.29557283595204353,0.3076999090611935
6,position,8,2035616,1.0891133805006905,0.28165463091075515,0.5041503327842448,4.5426200441854245,0.27680507898330686,0.28999512642621994
6,position,9,2035068,1.030326597241812,0.26645183381207466,0.48757948613745306,4.214487254879315,0.26144660115242,0.2752907805144787
6,position,10,2034520,0.984761456662034,0.2546682738245056,0.4787648489892185,3.9791748145320365,0.24980021491646767,0.2640857964754105
6,position,11,2033972,0.94830231543959,0.24523960813351045,0.4730451210352662,3.7818751317198442,0.24007097370922564,0.254961159825325
